EmployeeID,Wages,Overtime,Additional,Total
070551491885,108456.38,4683.84,61098.41,174238.63
078766304671,170889.34,0.0,3172.41,174061.75
019562425666,173928.46,0.0,0.0,173928.46
019724032285,168739.65,0.0,5173.09,173912.74
026634266521,94508.85,0.0,79310.75,173819.6
027738052674,147575.85,13321.43,12675.78,173573.06
003390924430,123203.63,329.46,50015.01,173548.1
291014505840,139119.76,0.0,34392.52,173512.28
311025517942,173363.06,0.0,0.0,173363.06
052726925821,173363.06,0.0,0.0,173363.06
521034901589,173363.06,0.0,0.0,173363.06
028506579036,173363.06,0.0,0.0,173363.06
094939586440,173363.06,0.0,0.0,173363.06
016842509798,173315.81,0.0,0.0,173315.81
085837770075,169917.48,0.0,3255.75,173173.23
037477476931,104742.35,0.0,68154.84,172897.19
015878542947,54015.22,0.0,118435.86,172451.08
063957010527,172320.61,0.0,0.0,172320.61
018569795858,152764.68,18915.5,0.0,171680.18
063437745599,171518.88,0.0,0.0,171518.88
401029282711,167967.85,0.0,3218.39,171186.24
000513150095,148737.34,4180.63,18262.08,171180.05
072404006571,157343.14,13584.56,0.0,170927.7
023912178069,170878.93,0.0,0.0,170878.93
009751560084,102688.34,0.0,67836.59,170524.93
064653622092,116800.75,0.0,53347.98,170148.73
761042843324,156422.43,13548.07,0.0,169970.5
701010752887,144355.43,25116.36,0.0,169471.79
062677543688,165229.01,0.0,3979.5,169208.51
013889112743,154832.42,14190.4,0.0,169022.82
038842806478,165346.55,0.0,3472.98,168819.53
042486200812,112142.51,0.0,56459.17,168601.68
062502416480,120189.68,0.0,48084.46,168274.14
681036628221,165088.39,0.0,3163.25,168251.64
089367862487,100843.6,0.0,67359.64,168203.24
001365080991,100455.94,7807.89,59503.02,167766.85
063597932044,111190.82,37174.07,19196.73,167561.62
090945104533,136506.26,1799.48,28923.89,167229.63
871012285285,154950.94,39.51,12116.4,167106.85
014919233833,123208.21,563.41,43038.74,166810.36
051001328118,28133.37,0.0,138643.56,166776.93
041712686284,82629.17,0.0,84043.2,166672.37
071484583862,108199.54,0.0,58005.98,166205.52
067402767066,154843.89,10899.24,0.0,165743.13
000874089103,86456.41,0.0,78985.9,165442.31
054663115555,163914.71,0.0,1492.62,165407.33
017459153362,162264.01,0.0,3109.1,165373.11
009405365773,165041.72,0.0,0.0,165041.72
032836050052,97502.6,0.0,67021.18,164523.78
010848779830,156457.68,7980.05,0.0,164437.73
044516100048,84625.06,0.0,79696.03,164321.09
251006299165,164122.57,0.0,0.0,164122.57
078652278636,113154.2,5281.2,45539.3,163974.7
009657815886,113067.84,50825.22,0.0,163893.06
057778052729,151890.1,11979.16,0.0,163869.26
017721498794,163739.29,0.0,0.0,163739.29
087967294644,163570.9,0.0,0.0,163570.9
060929914974,163354.1,0.0,0.0,163354.1
056494943673,163354.1,0.0,0.0,163354.1
039651828520,163354.1,0.0,0.0,163354.1
961049707625,163354.1,0.0,0.0,163354.1
050443307015,163354.1,0.0,0.0,163354.1
031746405486,163354.1,0.0,0.0,163354.1
046668072780,163354.1,0.0,0.0,163354.1
072497213555,163354.1,0.0,0.0,163354.1
085543158650,163354.1,0.0,0.0,163354.1
098567028508,163354.1,0.0,0.0,163354.1
067667473849,163354.1,0.0,0.0,163354.1
911036784210,163354.1,0.0,0.0,163354.1
077705352280,163354.1,0.0,0.0,163354.1
096626036843,163354.1,0.0,0.0,163354.1
066771052624,163354.1,0.0,0.0,163354.1
095340620477,163354.1,0.0,0.0,163354.1
063939958924,163354.1,0.0,0.0,163354.1
072904998828,163354.1,0.0,0.0,163354.1
039948431800,163236.33,0.0,0.0,163236.33
090456752131,159330.32,0.0,3808.0,163138.32
045893853897,91763.93,0.0,71272.24,163036.17
072984491081,159969.45,0.0,3065.14,163034.59
077573080648,159211.52,0.0,3793.0,163004.52
093757509966,157716.04,0.0,3799.0,161515.04
099464834604,157716.0,0.0,3799.0,161515.0
046723799364,157458.09,0.0,3798.5,161256.59
092432922752,161048.36,0.0,0.0,161048.36
075957679053,161025.6,0.0,0.0,161025.6
097490067576,161010.98,0.0,0.0,161010.98
027929188818,161010.98,0.0,0.0,161010.98
011955573749,161010.98,0.0,0.0,161010.98
067337078640,161010.98,0.0,0.0,161010.98
094639704720,161010.98,0.0,0.0,161010.98
069987685268,161010.98,0.0,0.0,161010.98
045506085190,161010.98,0.0,0.0,161010.98
063650939505,161010.98,0.0,0.0,161010.98
053786843224,161010.98,0.0,0.0,161010.98
092524806935,161010.98,0.0,0.0,161010.98
001954693621,147542.86,0.0,13314.56,160857.42
009876368969,160845.24,0.0,0.0,160845.24
087746473006,160803.34,0.0,0.0,160803.34
043705352493,156471.12,0.0,4269.0,160740.12
052758476479,67207.85,0.0,93376.62,160584.47
551039914419,131826.2,18421.27,10237.11,160484.58
801047244622,159211.52,0.0,1160.7,160372.22
023706202053,155945.33,0.0,4423.3,160368.63
042938361220,160344.88,0.0,0.0,160344.88
090917618046,159969.45,0.0,0.0,159969.45
093907757004,154864.23,5090.45,0.0,159954.68
085952534240,140731.07,19068.8,0.0,159799.87
077472254401,156700.99,0.0,2796.91,159497.9
091666734159,136580.82,4619.92,18237.6,159438.34
013567171332,156347.31,0.0,3065.13,159412.44
047676550988,158918.1,0.0,0.0,158918.1
096670315477,158819.68,0.0,0.0,158819.68
029826926647,155821.42,0.0,2985.66,158807.08
014342960362,158744.88,0.0,0.0,158744.88
063971714690,143554.94,15147.25,0.0,158702.19
024895040105,158644.88,0.0,0.0,158644.88
009511686056,158610.72,0.0,0.0,158610.72
024578175864,112043.36,0.0,46413.32,158456.68
014525186938,158421.12,0.0,0.0,158421.12
020414204261,158169.62,0.0,0.0,158169.62
088771377047,154398.45,0.0,3711.5,158109.95
015794180055,154398.41,0.0,3711.5,158109.91
048577101663,146447.19,11638.9,0.0,158086.09
015820561978,158062.16,0.0,0.0,158062.16
035625205070,157825.21,0.0,0.0,157825.21
003834192238,157825.2,0.0,0.0,157825.2
051967844145,157770.34,0.0,0.0,157770.34
042715367856,91984.32,0.0,65694.84,157679.16
481017219263,113730.84,323.52,43489.81,157544.17
030565969460,146862.8,10392.37,0.0,157255.17
079435341371,156890.27,0.0,0.0,156890.27
022638608902,112043.36,0.0,44816.92,156860.28
080475627921,156730.49,0.0,0.0,156730.49
032408192981,112043.36,0.0,44630.92,156674.28
029750134361,81984.33,0.0,74570.51,156554.84
072456453940,112043.36,1078.4,43369.94,156491.7
058936548279,150953.6,0.0,5504.5,156458.1
017481581997,144940.62,11478.83,0.0,156419.45
066902187236,156300.33,0.0,0.0,156300.33
064831818946,153075.68,0.0,3051.2,156126.88
075760410132,120189.68,289.2,35359.66,155838.54
031361279130,112043.36,350.48,43444.68,155838.52
045506479239,126239.03,10128.09,19361.12,155728.24
005895581822,121822.98,16127.09,17729.16,155679.23
111052103702,122296.3,0.0,33072.4,155368.7
971000360629,155195.21,0.0,0.0,155195.21
030758526578,106520.6,0.0,48413.34,154933.94
038583858998,143351.55,11519.07,0.0,154870.62
991050772334,154844.88,0.0,0.0,154844.88
005785953281,121438.16,0.0,33101.18,154539.34
082790835924,154222.8,0.0,0.0,154222.8
015973836711,59806.95,0.0,94320.61,154127.56
000840581168,150403.44,0.0,3577.0,153980.44
441000561342,77449.94,1304.0,75204.69,153958.63
050601599559,153944.88,0.0,0.0,153944.88
041819037398,153944.88,0.0,0.0,153944.88
661016478248,153873.2,0.0,0.0,153873.2
051725549412,153873.2,0.0,0.0,153873.2
091640074526,150222.8,0.0,3618.5,153841.3
072806774218,148044.5,0.0,5673.3,153717.8
022978083304,153670.36,0.0,0.0,153670.36
078983169003,153611.96,0.0,0.0,153611.96
082861406506,153594.88,0.0,0.0,153594.88
004821340167,121706.02,0.0,31878.87,153584.89
038538536925,153544.88,0.0,0.0,153544.88
000832299201,146470.28,7069.56,0.0,153539.84
079759554046,138681.6,14825.34,0.0,153506.94
004368540649,153444.88,0.0,0.0,153444.88
047818854602,115272.2,539.2,37610.69,153422.09
055983627007,150135.42,0.0,3280.9,153416.32
051974077481,153345.4,0.0,0.0,153345.4
040667041595,153344.88,0.0,0.0,153344.88
261041446513,153344.88,0.0,0.0,153344.88
050984596851,153344.88,0.0,0.0,153344.88
049820205870,153344.88,0.0,0.0,153344.88
321046202222,153344.88,0.0,0.0,153344.88
006858746604,153344.88,0.0,0.0,153344.88
024960700744,153344.88,0.0,0.0,153344.88
141003126612,153344.88,0.0,0.0,153344.88
066465155038,153344.88,0.0,0.0,153344.88
038637471097,153344.88,0.0,0.0,153344.88
090660053353,153344.88,0.0,0.0,153344.88
073441451231,153344.88,0.0,0.0,153344.88
012847159790,153344.88,0.0,0.0,153344.88
005852396457,153344.88,0.0,0.0,153344.88
051853978758,153344.88,0.0,0.0,153344.88
037862252712,153344.88,0.0,0.0,153344.88
062459978488,153344.88,0.0,0.0,153344.88
017519307481,153344.88,0.0,0.0,153344.88
020618045613,153344.88,0.0,0.0,153344.88
064648984144,153344.88,0.0,0.0,153344.88
009666018348,153344.88,0.0,0.0,153344.88
049690999616,153344.88,0.0,0.0,153344.88
034990646748,153344.88,0.0,0.0,153344.88
981042487927,153344.88,0.0,0.0,153344.88
002893299944,153344.88,0.0,0.0,153344.88
651029264324,153344.88,0.0,0.0,153344.88
030629512025,153344.88,0.0,0.0,153344.88
029887685631,153344.88,0.0,0.0,153344.88
098387023435,153344.88,0.0,0.0,153344.88
044769927652,153344.88,0.0,0.0,153344.88
019956027672,153344.88,0.0,0.0,153344.88
069843677491,153344.88,0.0,0.0,153344.88
007684100475,153344.88,0.0,0.0,153344.88
071685414808,153344.88,0.0,0.0,153344.88
000705261292,153344.88,0.0,0.0,153344.88
022714768144,153344.88,0.0,0.0,153344.88
036724633369,153344.88,0.0,0.0,153344.88
077756434775,153344.88,0.0,0.0,153344.88
721016166339,153344.88,0.0,0.0,153344.88
021034936742,153344.88,0.0,0.0,153344.88
050596903970,153344.88,0.0,0.0,153344.88
079348418024,153344.88,0.0,0.0,153344.88
001049664756,153344.88,0.0,0.0,153344.88
010737834358,153344.88,0.0,0.0,153344.88
092850705424,153344.88,0.0,0.0,153344.88
033939575904,153344.88,0.0,0.0,153344.88
014405981662,153344.88,0.0,0.0,153344.88
072448353777,153344.88,0.0,0.0,153344.88
070611409134,153344.88,0.0,0.0,153344.88
028662662161,153344.88,0.0,0.0,153344.88
035679574234,153344.88,0.0,0.0,153344.88
036706272709,153344.88,0.0,0.0,153344.88
091736831832,153344.88,0.0,0.0,153344.88
063808220984,153344.88,0.0,0.0,153344.88
098888550037,153344.88,0.0,0.0,153344.88
075888662573,153344.88,0.0,0.0,153344.88
066408315086,153344.88,0.0,0.0,153344.88
018519731873,153344.88,0.0,0.0,153344.88
055534903000,153344.88,0.0,0.0,153344.88
058604500810,153344.88,0.0,0.0,153344.88
066661756178,153344.88,0.0,0.0,153344.88
093743721217,153344.88,0.0,0.0,153344.88
081753937165,153344.88,0.0,0.0,153344.88
098819097832,153344.88,0.0,0.0,153344.88
057893488259,153344.88,0.0,0.0,153344.88
451046002533,153344.88,0.0,0.0,153344.88
019616377587,153344.88,0.0,0.0,153344.88
063650247137,153344.88,0.0,0.0,153344.88
013650400907,153344.88,0.0,0.0,153344.88
082659182326,153344.88,0.0,0.0,153344.88
001659258174,153344.88,0.0,0.0,153344.88
032706697488,153344.88,0.0,0.0,153344.88
082795689235,153344.88,0.0,0.0,153344.88
002851892816,153344.88,0.0,0.0,153344.88
028867710418,153344.88,0.0,0.0,153344.88
161035915730,153344.88,0.0,0.0,153344.88
066359890830,153344.88,0.0,0.0,153344.88
092459697095,153344.88,0.0,0.0,153344.88
041811862956,153344.88,0.0,0.0,153344.88
079832959458,153344.88,0.0,0.0,153344.88
045846121427,153344.88,0.0,0.0,153344.88
016906047173,153344.88,0.0,0.0,153344.88
050915435131,153344.88,0.0,0.0,153344.88
068921152256,153344.88,0.0,0.0,153344.88
111044711204,153344.88,0.0,0.0,153344.88
811048342262,153344.88,0.0,0.0,153344.88
060387455171,153344.88,0.0,0.0,153344.88
035422636380,153344.88,0.0,0.0,153344.88
075423109335,153344.88,0.0,0.0,153344.88
005546737158,153344.88,0.0,0.0,153344.88
016354995366,153344.88,0.0,0.0,153344.88
081490328175,153344.88,0.0,0.0,153344.88
005512953916,153344.88,0.0,0.0,153344.88
084533593215,153344.88,0.0,0.0,153344.88
000578983359,153344.88,0.0,0.0,153344.88
031633578511,153344.88,0.0,0.0,153344.88
082794683433,153344.88,0.0,0.0,153344.88
057835476965,153344.88,0.0,0.0,153344.88
077895221631,153344.88,0.0,0.0,153344.88
097904445564,153344.88,0.0,0.0,153344.88
281027629213,153344.88,0.0,0.0,153344.88
981036494958,153344.88,0.0,0.0,153344.88
088336929977,153344.88,0.0,0.0,153344.88
083365406362,153344.88,0.0,0.0,153344.88
016415116622,153344.88,0.0,0.0,153344.88
034431881708,153344.88,0.0,0.0,153344.88
063454006398,153344.88,0.0,0.0,153344.88
048480855300,153344.88,0.0,0.0,153344.88
066705494039,153344.88,0.0,0.0,153344.88
042705564908,153344.88,0.0,0.0,153344.88
049714927863,153344.88,0.0,0.0,153344.88
014734112968,153344.88,0.0,0.0,153344.88
055740892603,153344.88,0.0,0.0,153344.88
096751745867,153344.88,0.0,0.0,153344.88
098763886018,153344.88,0.0,0.0,153344.88
019784042065,153344.88,0.0,0.0,153344.88
025922400119,153344.88,0.0,0.0,153344.88
231022409898,153344.88,0.0,0.0,153344.88
090361554988,153344.88,0.0,0.0,153344.88
089507564793,153344.88,0.0,0.0,153344.88
021551744524,153344.88,0.0,0.0,153344.88
038653545744,153344.88,0.0,0.0,153344.88
063704430294,153344.88,0.0,0.0,153344.88
091732476654,153344.88,0.0,0.0,153344.88
074745199335,153344.88,0.0,0.0,153344.88
007776609329,153344.88,0.0,0.0,153344.88
037806983308,153344.88,0.0,0.0,153344.88
077898622317,153344.88,0.0,0.0,153344.88
069908747533,153344.88,0.0,0.0,153344.88
053916199803,153344.88,0.0,0.0,153344.88
021921966420,153344.88,0.0,0.0,153344.88
034938627764,153344.88,0.0,0.0,153344.88
181032822395,153344.88,0.0,0.0,153344.88
027561446462,153344.88,0.0,0.0,153344.88
036625956971,153344.88,0.0,0.0,153344.88
024656675064,153344.88,0.0,0.0,153344.88
021727751434,153344.88,0.0,0.0,153344.88
025738052945,153344.88,0.0,0.0,153344.88
030748947361,153344.88,0.0,0.0,153344.88
052802696804,153344.88,0.0,0.0,153344.88
049821840714,153344.88,0.0,0.0,153344.88
028821901551,153344.88,0.0,0.0,153344.88
096870874370,153344.88,0.0,0.0,153344.88
032910506551,153344.88,0.0,0.0,153344.88
077920066399,153344.88,0.0,0.0,153344.88
023929420346,153344.88,0.0,0.0,153344.88
081987735890,153344.88,0.0,0.0,153344.88
871027045373,153344.88,0.0,0.0,153344.88
027369489120,153344.88,0.0,0.0,153344.88
019450690814,153344.88,0.0,0.0,153344.88
062651093111,153344.88,0.0,0.0,153344.88
068657740252,153344.88,0.0,0.0,153344.88
040680824676,153344.88,0.0,0.0,153344.88
099784106025,153344.88,0.0,0.0,153344.88
062787033836,153344.88,0.0,0.0,153344.88
073787097363,153344.88,0.0,0.0,153344.88
004817570951,153344.88,0.0,0.0,153344.88
053891135382,153344.88,0.0,0.0,153344.88
096337671896,153344.88,0.0,0.0,153344.88
035338115823,153344.88,0.0,0.0,153344.88
034338263669,153344.88,0.0,0.0,153344.88
075338411450,153344.88,0.0,0.0,153344.88
042340913933,153344.88,0.0,0.0,153344.88
095379107253,153344.88,0.0,0.0,153344.88
025506085289,153344.88,0.0,0.0,153344.88
024506381595,153344.88,0.0,0.0,153344.88
005545456066,153344.88,0.0,0.0,153344.88
076545547724,153344.88,0.0,0.0,153344.88
081772672213,153344.88,0.0,0.0,153344.88
047879330637,153344.88,0.0,0.0,153344.88
022879501205,153344.88,0.0,0.0,153344.88
080891808482,153344.88,0.0,0.0,153344.88
096484171890,153344.88,0.0,0.0,153344.88
096643368043,153344.88,0.0,0.0,153344.88
043663040300,153344.88,0.0,0.0,153344.88
044667324838,153344.88,0.0,0.0,153344.88
026843517913,153344.88,0.0,0.0,153344.88
027845767385,153344.88,0.0,0.0,153344.88
041845944720,153344.88,0.0,0.0,153344.88
070847951926,153344.88,0.0,0.0,153344.88
012872938984,153344.88,0.0,0.0,153344.88
421031708534,153344.88,0.0,0.0,153344.88
871050724749,153344.88,0.0,0.0,153344.88
631051390745,153344.88,0.0,0.0,153344.88
041051628499,153344.88,0.0,0.0,153344.88
004351457693,153344.88,0.0,0.0,153344.88
051668746992,153344.88,0.0,0.0,153344.88
002691536362,153344.88,0.0,0.0,153344.88
052817265293,153344.88,0.0,0.0,153344.88
087817326470,153344.88,0.0,0.0,153344.88
075845057731,153344.88,0.0,0.0,153344.88
057956986201,153344.88,0.0,0.0,153344.88
083407458721,153344.88,0.0,0.0,153344.88
032429328091,153344.88,0.0,0.0,153344.88
071456642759,153344.88,0.0,0.0,153344.88
098627313820,153344.88,0.0,0.0,153344.88
096660698599,153344.88,0.0,0.0,153344.88
074683536860,153344.88,0.0,0.0,153344.88
024743318673,153344.88,0.0,0.0,153344.88
010743385936,153344.88,0.0,0.0,153344.88
056743520443,153344.88,0.0,0.0,153344.88
017743587688,153344.88,0.0,0.0,153344.88
072789317844,153344.88,0.0,0.0,153344.88
018943145100,153344.88,0.0,0.0,153344.88
079943357132,153344.88,0.0,0.0,153344.88
050943410133,153344.88,0.0,0.0,153344.88
002963027876,153344.88,0.0,0.0,153344.88
058963131709,153344.88,0.0,0.0,153344.88
631016918236,153344.88,0.0,0.0,153344.88
081380818473,153344.88,0.0,0.0,153344.88
091504304193,153344.88,0.0,0.0,153344.88
098524235366,153344.88,0.0,0.0,153344.88
099580536587,153344.88,0.0,0.0,153344.88
082580622708,153344.88,0.0,0.0,153344.88
005597011499,153344.88,0.0,0.0,153344.88
033598015660,153344.88,0.0,0.0,153344.88
033634919467,153344.88,0.0,0.0,153344.88
009635076948,153344.88,0.0,0.0,153344.88
081635234389,153344.88,0.0,0.0,153344.88
004635313096,153344.88,0.0,0.0,153344.88
022666050103,153344.88,0.0,0.0,153344.88
049821719392,153344.88,0.0,0.0,153344.88
046926780869,153344.88,0.0,0.0,153344.88
003951011451,153344.88,0.0,0.0,153344.88
090967741075,153344.88,0.0,0.0,153344.88
075979297089,153344.88,0.0,0.0,153344.88
048979399198,153344.88,0.0,0.0,153344.88
781029525521,153344.88,0.0,0.0,153344.88
691029574086,153344.88,0.0,0.0,153344.88
321029622649,153344.88,0.0,0.0,153344.88
042346298729,153344.88,0.0,0.0,153344.88
065758829921,153344.88,0.0,0.0,153344.88
029937508869,153344.88,0.0,0.0,153344.88
005390925709,153344.88,0.0,0.0,153344.88
076419073871,153344.88,0.0,0.0,153344.88
088421809091,153344.88,0.0,0.0,153344.88
022422164553,153344.88,0.0,0.0,153344.88
003459154560,153344.88,0.0,0.0,153344.88
067459589947,153344.88,0.0,0.0,153344.88
020499222315,153344.88,0.0,0.0,153344.88
095678397331,153344.88,0.0,0.0,153344.88
019957665385,153344.88,0.0,0.0,153344.88
053682000476,153334.66,0.0,0.0,153334.66
022644687552,144181.21,9065.92,0.0,153247.13
048707122648,153047.91,0.0,0.0,153047.91
021443089370,149427.2,0.0,3592.0,153019.2
088433500299,149427.2,0.0,3592.0,153019.2
014875488869,133159.81,19804.47,0.0,152964.28
062623733420,152950.76,0.0,0.0,152950.76
087715803827,133386.15,6052.99,13314.7,152753.84
075597512451,151955.87,0.0,701.3,152657.17
098519924532,152569.04,0.0,0.0,152569.04
045937721696,149570.81,0.0,2894.0,152464.81
054934976935,149570.74,0.0,2894.0,152464.74
001829410610,147560.33,4893.59,0.0,152453.92
038788176287,147950.4,0.0,4490.0,152440.4
018845242397,87882.73,0.0,64509.44,152392.17
013884319778,151831.26,0.0,0.0,151831.26
049718833186,148525.03,0.0,3295.0,151820.03
071396609568,89184.6,0.0,62430.6,151615.2
097904722100,148761.44,0.0,2850.38,151611.82
063665630843,148554.56,0.0,2943.5,151498.06
731013519708,126857.73,24622.33,0.0,151480.06
028359346796,147950.4,0.0,3490.0,151440.4
007637601286,147950.4,0.0,3490.0,151440.4
089679500654,147950.4,0.0,3490.0,151440.4
831013371698,143004.96,8368.09,0.0,151373.05
028788164716,123516.59,0.0,27765.72,151282.31
016595616781,134608.83,10698.08,5566.11,150873.02
056828143743,150832.26,0.0,0.0,150832.26
036770533873,147971.71,0.0,2835.25,150806.96
067744125224,150768.19,0.0,0.0,150768.19
095953426336,120189.68,2024.4,28527.76,150741.84
067890745715,73839.98,0.0,76793.4,150633.38
024344560604,121699.12,0.0,28886.63,150585.75
078613264518,146959.28,0.0,3537.0,150496.28
561019422483,138083.15,12368.22,0.0,150451.37
042605575866,150396.45,0.0,0.0,150396.45
046442405707,150305.04,0.0,0.0,150305.04
084599102119,150304.96,0.0,0.0,150304.96
064848540788,150304.96,0.0,0.0,150304.96
023990263495,150304.96,0.0,0.0,150304.96
079637590879,150304.96,0.0,0.0,150304.96
064519443182,147418.01,0.0,2824.64,150242.65
061503112134,147418.01,0.0,2824.64,150242.65
098409807466,100925.89,0.0,49280.87,150206.76
052753473788,150200.83,0.0,0.0,150200.83
036539186906,149840.89,0.0,355.64,150196.53
059746338495,146617.2,0.0,3560.0,150177.2
019920391862,150039.36,0.0,0.0,150039.36
065843399531,147059.29,0.0,2817.77,149877.06
090387327522,149873.98,0.0,0.0,149873.98
072708676611,149873.93,0.0,0.0,149873.93
037497315111,149873.92,0.0,0.0,149873.92
056759817313,137145.13,12665.72,0.0,149810.85
065503751178,146959.28,0.0,2829.6,149788.88
064535744920,126125.65,14170.99,9450.7,149747.34
073496006471,149630.72,0.0,0.0,149630.72
060817377923,146022.56,0.0,3576.5,149599.06
035995651289,149570.79,0.0,0.0,149570.79
012928304158,149570.77,0.0,0.0,149570.77
094667835645,149570.75,0.0,0.0,149570.75
571022034265,149570.75,0.0,0.0,149570.75
131044759063,149570.75,0.0,0.0,149570.75
